t_sec,fsm_state,cmd_x,cmd_y,cmd_yaw,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,base_quat_w,base_quat_x,base_quat_y,base_quat_z,dof_pos_0,dof_pos_1,dof_pos_2,dof_pos_3,dof_pos_4,dof_pos_5,dof_pos_6,dof_pos_7,dof_pos_8,dof_pos_9,dof_pos_10,dof_pos_11,dof_pos_12,dof_pos_13,dof_pos_14,dof_pos_15,dof_pos_16,dof_pos_17,dof_pos_18,dof_pos_19,dof_pos_20,dof_pos_21,dof_pos_22,dof_pos_23,dof_pos_24,dof_pos_25,dof_pos_26,dof_pos_27,dof_pos_28,dof_pos_target_0,dof_pos_target_1,dof_pos_target_2,dof_pos_target_3,dof_pos_target_4,dof_pos_target_5,dof_pos_target_6,dof_pos_target_7,dof_pos_target_8,dof_pos_target_9,dof_pos_target_10,dof_pos_target_11,dof_pos_target_12,dof_pos_target_13,dof_pos_target_14,dof_pos_target_15,dof_pos_target_16,dof_pos_target_17,dof_pos_target_18,dof_pos_target_19,dof_pos_target_20,dof_pos_target_21,dof_pos_target_22,dof_pos_target_23,dof_pos_target_24,dof_pos_target_25,dof_pos_target_26,dof_pos_target_27,dof_pos_target_28,dof_vel_0,dof_vel_1,dof_vel_2,dof_vel_3,dof_vel_4,dof_vel_5,dof_vel_6,dof_vel_7,dof_vel_8,dof_vel_9,dof_vel_10,dof_vel_11,dof_vel_12,dof_vel_13,dof_vel_14,dof_vel_15,dof_vel_16,dof_vel_17,dof_vel_18,dof_vel_19,dof_vel_20,dof_vel_21,dof_vel_22,dof_vel_23,dof_vel_24,dof_vel_25,dof_vel_26,dof_vel_27,dof_vel_28,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,action_16,action_17,action_18,action_19,action_20,action_21,action_22,action_23,action_24,action_25,action_26,action_27,action_28,
7.0103,RLFSMStatePassive,0.0000,0.0000,0.0000,0.0005,0.7581,-0.0010,0.9981,0.0000,0.0623,0.0000,-0.1119,0.0001,-0.0001,-0.0631,0.0480,-0.0002,-0.1119,-0.0001,0.0001,-0.0631,0.0480,0.0001,0.0001,-0.0002,0.3167,0.0600,-0.0058,0.0000,0.0945,0.0001,0.0420,0.0000,0.0601,0.0059,-0.0000,0.0943,-0.0001,0.0470,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6426,0.0007,0.0002,-0.3113,0.1930,-0.0005,-0.6422,0.0004,0.0009,-0.3129,0.1942,-0.0001,-0.0009,-0.0088,1.0414,0.0124,-0.0124,-0.0012,0.3218,0.0002,-0.6655,-0.0004,-0.0257,0.0132,0.0016,0.6201,-0.0002,-1.2963,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
7.0305,RLFSMStatePassive,0.0000,0.0000,0.0000,0.0005,0.7581,-0.0010,0.9981,0.0000,0.0623,0.0000,-0.1119,0.0001,-0.0001,-0.0631,0.0480,-0.0002,-0.1119,-0.0001,0.0001,-0.0631,0.0480,0.0001,0.0001,-0.0002,0.3167,0.0600,-0.0058,0.0000,0.0945,0.0001,0.0420,0.0000,0.0601,0.0059,-0.0000,0.0943,-0.0001,0.0470,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6426,0.0007,0.0002,-0.3113,0.1930,-0.0005,-0.6422,0.0004,0.0009,-0.3129,0.1942,-0.0001,-0.0009,-0.0088,1.0414,0.0124,-0.0124,-0.0012,0.3218,0.0002,-0.6655,-0.0004,-0.0257,0.0132,0.0016,0.6201,-0.0002,-1.2963,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
7.0508,RLFSMStatePassive,0.0000,0.0000,0.0000,0.0005,0.7581,-0.0010,0.9981,0.0000,0.0623,0.0000,-0.1119,0.0001,-0.0001,-0.0631,0.0480,-0.0002,-0.1119,-0.0001,0.0001,-0.0631,0.0480,0.0001,0.0001,-0.0002,0.3167,0.0600,-0.0058,0.0000,0.0945,0.0001,0.0420,0.0000,0.0601,0.0059,-0.0000,0.0943,-0.0001,0.0470,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6426,0.0007,0.0002,-0.3113,0.1930,-0.0005,-0.6422,0.0004,0.0009,-0.3129,0.1942,-0.0001,-0.0009,-0.0088,1.0414,0.0124,-0.0124,-0.0012,0.3218,0.0002,-0.6655,-0.0004,-0.0257,0.0132,0.0016,0.6201,-0.0002,-1.2963,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
7.0711,RLFSMStatePassive,0.0000,0.0000,0.0000,0.0005,0.7581,-0.0010,0.9981,0.0000,0.0623,0.0000,-0.1119,0.0001,-0.0001,-0.0631,0.0480,-0.0002,-0.1119,-0.0001,0.0001,-0.0631,0.0480,0.0001,0.0001,-0.0002,0.3167,0.0600,-0.0058,0.0000,0.0945,0.0001,0.0420,0.0000,0.0601,0.0059,-0.0000,0.0943,-0.0001,0.0470,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6426,0.0007,0.0002,-0.3113,0.1930,-0.0005,-0.6422,0.0004,0.0009,-0.3129,0.1942,-0.0001,-0.0009,-0.0088,1.0414,0.0124,-0.0124,-0.0012,0.3218,0.0002,-0.6655,-0.0004,-0.0257,0.0132,0.0016,0.6201,-0.0002,-1.2963,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
7.0913,RLFSMStatePassive,0.0000,0.0000,0.0000,0.0005,0.7581,-0.0010,0.9981,0.0000,0.0623,0.0000,-0.1119,0.0001,-0.0001,-0.0631,0.0480,-0.0002,-0.1119,-0.0001,0.0001,-0.0631,0.0480,0.0001,0.0001,-0.0002,0.3167,0.0600,-0.0058,0.0000,0.0945,0.0001,0.0420,0.0000,0.0601,0.0059,-0.0000,0.0943,-0.0001,0.0470,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6426,0.0007,0.0002,-0.3113,0.1930,-0.0005,-0.6422,0.0004,0.0009,-0.3129,0.1942,-0.0001,-0.0009,-0.0088,1.0414,0.0124,-0.0124,-0.0012,0.3218,0.0002,-0.6655,-0.0004,-0.0257,0.0132,0.0016,0.6201,-0.0002,-1.2963,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
7.1115,RLFSMStatePassive,0.0000,0.0000,0.0000,0.0005,0.7581,-0.0010,0.9981,0.0000,0.0623,0.0000,-0.1119,0.0001,-0.0001,-0.0631,0.0480,-0.0002,-0.1119,-0.0001,0.0001,-0.0631,0.0480,0.0001,0.0001,-0.0002,0.3167,0.0600,-0.0058,0.0000,0.0945,0.0001,0.0420,0.0000,0.0601,0.0059,-0.0000,0.0943,-0.0001,0.0470,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6426,0.0007,0.0002,-0.3113,0.1930,-0.0005,-0.6422,0.0004,0.0009,-0.3129,0.1942,-0.0001,-0.0009,-0.0088,1.0414,0.0124,-0.0124,-0.0012,0.3218,0.0002,-0.6655,-0.0004,-0.0257,0.0132,0.0016,0.6201,-0.0002,-1.2963,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
7.1317,RLFSMStatePassive,0.0000,0.0000,0.0000,0.0005,0.7581,-0.0010,0.9981,0.0000,0.0623,0.0000,-0.1119,0.0001,-0.0001,-0.0631,0.0480,-0.0002,-0.1119,-0.0001,0.0001,-0.0631,0.0480,0.0001,0.0001,-0.0002,0.3167,0.0600,-0.0058,0.0000,0.0945,0.0001,0.0420,0.0000,0.0601,0.0059,-0.0000,0.0943,-0.0001,0.0470,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6426,0.0007,0.0002,-0.3113,0.1930,-0.0005,-0.6422,0.0004,0.0009,-0.3129,0.1942,-0.0001,-0.0009,-0.0088,1.0414,0.0124,-0.0124,-0.0012,0.3218,0.0002,-0.6655,-0.0004,-0.0257,0.0132,0.0016,0.6201,-0.0002,-1.2963,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
7.1519,RLFSMStatePassive,0.0000,0.0000,0.0000,0.0005,0.7581,-0.0010,0.9981,0.0000,0.0623,0.0000,-0.1119,0.0001,-0.0001,-0.0631,0.0480,-0.0002,-0.1119,-0.0001,0.0001,-0.0631,0.0480,0.0001,0.0001,-0.0002,0.3167,0.0600,-0.0058,0.0000,0.0945,0.0001,0.0420,0.0000,0.0601,0.0059,-0.0000,0.0943,-0.0001,0.0470,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6426,0.0007,0.0002,-0.3113,0.1930,-0.0005,-0.6422,0.0004,0.0009,-0.3129,0.1942,-0.0001,-0.0009,-0.0088,1.0414,0.0124,-0.0124,-0.0012,0.3218,0.0002,-0.6655,-0.0004,-0.0257,0.0132,0.0016,0.6201,-0.0002,-1.2963,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
7.1721,RLFSMStatePassive,0.0000,0.0000,0.0000,0.0005,0.7581,-0.0010,0.9981,0.0000,0.0623,0.0000,-0.1119,0.0001,-0.0001,-0.0631,0.0480,-0.0002,-0.1119,-0.0001,0.0001,-0.0631,0.0480,0.0001,0.0001,-0.0002,0.3167,0.0600,-0.0058,0.0000,0.0945,0.0001,0.0420,0.0000,0.0601,0.0059,-0.0000,0.0943,-0.0001,0.0470,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6426,0.0007,0.0002,-0.3113,0.1930,-0.0005,-0.6422,0.0004,0.0009,-0.3129,0.1942,-0.0001,-0.0009,-0.0088,1.0414,0.0124,-0.0124,-0.0012,0.3218,0.0002,-0.6655,-0.0004,-0.0257,0.0132,0.0016,0.6201,-0.0002,-1.2963,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
7.1923,RLFSMStatePassive,0.0000,0.0000,0.0000,0.0005,0.7581,-0.0010,0.9981,0.0000,0.0623,0.0000,-0.1119,0.0001,-0.0001,-0.0631,0.0480,-0.0002,-0.1119,-0.0001,0.0001,-0.0631,0.0480,0.0001,0.0001,-0.0002,0.3167,0.0600,-0.0058,0.0000,0.0945,0.0001,0.0420,0.0000,0.0601,0.0059,-0.0000,0.0943,-0.0001,0.0470,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6426,0.0007,0.0002,-0.3113,0.1930,-0.0005,-0.6422,0.0004,0.0009,-0.3129,0.1942,-0.0001,-0.0009,-0.0088,1.0414,0.0124,-0.0124,-0.0012,0.3218,0.0002,-0.6655,-0.0004,-0.0257,0.0132,0.0016,0.6201,-0.0002,-1.2963,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
7.2125,RLFSMStatePassive,0.0000,0.0000,0.0000,0.0005,0.7581,-0.0010,0.9981,0.0000,0.0623,0.0000,-0.1119,0.0001,-0.0001,-0.0631,0.0480,-0.0002,-0.1119,-0.0001,0.0001,-0.0631,0.0480,0.0001,0.0001,-0.0002,0.3167,0.0600,-0.0058,0.0000,0.0945,0.0001,0.0420,0.0000,0.0601,0.0059,-0.0000,0.0943,-0.0001,0.0470,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6426,0.0007,0.0002,-0.3113,0.1930,-0.0005,-0.6422,0.0004,0.0009,-0.3129,0.1942,-0.0001,-0.0009,-0.0088,1.0414,0.0124,-0.0124,-0.0012,0.3218,0.0002,-0.6655,-0.0004,-0.0257,0.0132,0.0016,0.6201,-0.0002,-1.2963,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
7.2328,RLFSMStatePassive,0.0000,0.0000,0.0000,0.0005,0.7581,-0.0010,0.9981,0.0000,0.0623,0.0000,-0.1119,0.0001,-0.0001,-0.0631,0.0480,-0.0002,-0.1119,-0.0001,0.0001,-0.0631,0.0480,0.0001,0.0001,-0.0002,0.3167,0.0600,-0.0058,0.0000,0.0945,0.0001,0.0420,0.0000,0.0601,0.0059,-0.0000,0.0943,-0.0001,0.0470,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6426,0.0007,0.0002,-0.3113,0.1930,-0.0005,-0.6422,0.0004,0.0009,-0.3129,0.1942,-0.0001,-0.0009,-0.0088,1.0414,0.0124,-0.0124,-0.0012,0.3218,0.0002,-0.6655,-0.0004,-0.0257,0.0132,0.0016,0.6201,-0.0002,-1.2963,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
7.2531,RLFSMStatePassive,0.0000,0.0000,0.0000,0.0005,0.7581,-0.0010,0.9981,0.0000,0.0623,0.0000,-0.1119,0.0001,-0.0001,-0.0631,0.0480,-0.0002,-0.1119,-0.0001,0.0001,-0.0631,0.0480,0.0001,0.0001,-0.0002,0.3167,0.0600,-0.0058,0.0000,0.0945,0.0001,0.0420,0.0000,0.0601,0.0059,-0.0000,0.0943,-0.0001,0.0470,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6426,0.0007,0.0002,-0.3113,0.1930,-0.0005,-0.6422,0.0004,0.0009,-0.3129,0.1942,-0.0001,-0.0009,-0.0088,1.0414,0.0124,-0.0124,-0.0012,0.3218,0.0002,-0.6655,-0.0004,-0.0257,0.0132,0.0016,0.6201,-0.0002,-1.2963,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
7.2733,RLFSMStatePassive,0.0000,0.0000,0.0000,0.0005,0.7581,-0.0010,0.9981,0.0000,0.0623,0.0000,-0.1119,0.0001,-0.0001,-0.0631,0.0480,-0.0002,-0.1119,-0.0001,0.0001,-0.0631,0.0480,0.0001,0.0001,-0.0002,0.3167,0.0600,-0.0058,0.0000,0.0945,0.0001,0.0420,0.0000,0.0601,0.0059,-0.0000,0.0943,-0.0001,0.0470,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6426,0.0007,0.0002,-0.3113,0.1930,-0.0005,-0.6422,0.0004,0.0009,-0.3129,0.1942,-0.0001,-0.0009,-0.0088,1.0414,0.0124,-0.0124,-0.0012,0.3218,0.0002,-0.6655,-0.0004,-0.0257,0.0132,0.0016,0.6201,-0.0002,-1.2963,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
7.2936,RLFSMStatePassive,0.0000,0.0000,0.0000,0.0005,0.7581,-0.0010,0.9981,0.0000,0.0623,0.0000,-0.1119,0.0001,-0.0001,-0.0631,0.0480,-0.0002,-0.1119,-0.0001,0.0001,-0.0631,0.0480,0.0001,0.0001,-0.0002,0.3167,0.0600,-0.0058,0.0000,0.0945,0.0001,0.0420,0.0000,0.0601,0.0059,-0.0000,0.0943,-0.0001,0.0470,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6426,0.0007,0.0002,-0.3113,0.1930,-0.0005,-0.6422,0.0004,0.0009,-0.3129,0.1942,-0.0001,-0.0009,-0.0088,1.0414,0.0124,-0.0124,-0.0012,0.3218,0.0002,-0.6655,-0.0004,-0.0257,0.0132,0.0016,0.6201,-0.0002,-1.2963,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
7.3139,RLFSMStatePassive,0.0000,0.0000,0.0000,0.0005,0.7581,-0.0010,0.9981,0.0000,0.0623,0.0000,-0.1119,0.0001,-0.0001,-0.0631,0.0480,-0.0002,-0.1119,-0.0001,0.0001,-0.0631,0.0480,0.0001,0.0001,-0.0002,0.3167,0.0600,-0.0058,0.0000,0.0945,0.0001,0.0420,0.0000,0.0601,0.0059,-0.0000,0.0943,-0.0001,0.0470,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6426,0.0007,0.0002,-0.3113,0.1930,-0.0005,-0.6422,0.0004,0.0009,-0.3129,0.1942,-0.0001,-0.0009,-0.0088,1.0414,0.0124,-0.0124,-0.0012,0.3218,0.0002,-0.6655,-0.0004,-0.0257,0.0132,0.0016,0.6201,-0.0002,-1.2963,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
7.3342,RLFSMStatePassive,0.0000,0.0000,0.0000,0.0005,0.7581,-0.0010,0.9981,0.0000,0.0623,0.0000,-0.1119,0.0001,-0.0001,-0.0631,0.0480,-0.0002,-0.1119,-0.0001,0.0001,-0.0631,0.0480,0.0001,0.0001,-0.0002,0.3167,0.0600,-0.0058,0.0000,0.0945,0.0001,0.0420,0.0000,0.0601,0.0059,-0.0000,0.0943,-0.0001,0.0470,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6426,0.0007,0.0002,-0.3113,0.1930,-0.0005,-0.6422,0.0004,0.0009,-0.3129,0.1942,-0.0001,-0.0009,-0.0088,1.0414,0.0124,-0.0124,-0.0012,0.3218,0.0002,-0.6655,-0.0004,-0.0257,0.0132,0.0016,0.6201,-0.0002,-1.2963,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
7.3544,RLFSMStatePassive,0.0000,0.0000,0.0000,0.0005,0.7581,-0.0010,0.9981,0.0000,0.0623,0.0000,-0.1119,0.0001,-0.0001,-0.0631,0.0480,-0.0002,-0.1119,-0.0001,0.0001,-0.0631,0.0480,0.0001,0.0001,-0.0002,0.3167,0.0600,-0.0058,0.0000,0.0945,0.0001,0.0420,0.0000,0.0601,0.0059,-0.0000,0.0943,-0.0001,0.0470,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6426,0.0007,0.0002,-0.3113,0.1930,-0.0005,-0.6422,0.0004,0.0009,-0.3129,0.1942,-0.0001,-0.0009,-0.0088,1.0414,0.0124,-0.0124,-0.0012,0.3218,0.0002,-0.6655,-0.0004,-0.0257,0.0132,0.0016,0.6201,-0.0002,-1.2963,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
7.3746,RLFSMStatePassive,0.0000,0.0000,0.0000,0.0005,0.7581,-0.0010,0.9981,0.0000,0.0623,0.0000,-0.1119,0.0001,-0.0001,-0.0631,0.0480,-0.0002,-0.1119,-0.0001,0.0001,-0.0631,0.0480,0.0001,0.0001,-0.0002,0.3167,0.0600,-0.0058,0.0000,0.0945,0.0001,0.0420,0.0000,0.0601,0.0059,-0.0000,0.0943,-0.0001,0.0470,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6426,0.0007,0.0002,-0.3113,0.1930,-0.0005,-0.6422,0.0004,0.0009,-0.3129,0.1942,-0.0001,-0.0009,-0.0088,1.0414,0.0124,-0.0124,-0.0012,0.3218,0.0002,-0.6655,-0.0004,-0.0257,0.0132,0.0016,0.6201,-0.0002,-1.2963,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
